id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
PhotoSpot_Challenge_06,El cuadro del rancho de Picos Gemelos,A Picture for Dueling Peaks Stable,Décorer le relais Mère et Fille,쌍둥이 마구간을 장식하는 그림,双子馬宿を彩る絵,"«Картина в конюшню ""Близнецы""»",Een foto voor de Tweelingbergstal,Decorare lo stallaggio dei Gemelli,Das Bild im Stall der Zwillingsberge,装点双子驿站的画作,點綴雙子驛站的畫作,Décorer le relais des Géminés,El cuadro de la posta de Picos Gemelos,A Picture for Dueling Peaks Stable
MessageBottle_SOS,Una petición de auxilio,A Bottled Cry for Help,Une bouteille à la mer,SOS 편지,SOSの手紙,«Бутылка с запиской»,Flessenpost,Messaggio in bottiglia,Hilferuf aus der Flasche,求救信,求救信,Une bouteille à la mer,Una petición de auxilio,A Bottled Cry for Help
SaihateSubjugation,Tras la guarida pirata,Seeking the Pirate Hideout,Le repaire des pirates,해적의 아지트를 찾아라!,探せ！ 海賊のアジト,«Поиски логова монстров»,Het piratennest,In cerca del covo dei pirati,Suche nach dem Piratenversteck,寻找！海盗的基地,尋找海盜基地！,Le repaire des pirates,En busca de la guarida pirata,Seeking the Pirate Hideout
HorseInnChallenge007,Tres cuevas para tres hermanos,Ousting the Giants,Les trois frères des grottes,동굴의 거인 삼 형제,洞窟の巨人三兄弟,«Три великана в пещерах»,De drie reuzen in de grotten,I tre fratelli giganti nelle grotte,Drei Riesenbrüder in drei Höhlen,洞窟里的巨人三兄弟,洞窟裡的巨人三兄弟,Les trois frères des grottes,Tres cuevas para tres hermanos,Ousting the Giants
PhotoSpot_Challenge_10,El cuadro del rancho del lago,A Picture for Lakeside Stable,Décorer le relais du lac,레이크 사이드 마구간을 장식하는 그림,レイクサイド馬宿を彩る絵,"«Картина в конюшню ""Озерная""»",Een foto voor de meerstal,Decorare lo stallaggio del lago,Das Bild im Stall am See,装点湖畔驿站的画作,點綴湖畔驛站的畫作,Décorer le relais du lac,El cuadro de la posta del lago,A Picture for Lakeside Stable
PhotoSpot_Challenge_11,El cuadro del rancho de Farone,A Picture for Highland Stable,Décorer le relais des montagnes,고원의 마구간을 장식하는 그림,高原の馬宿を彩る絵,"«Картина в конюшню ""Подгорная""»",Een foto voor de Faron-stal,Decorare lo stallaggio dell'altopiano,Das Bild im Stall der Hochebene,装点高原驿站的画作,點綴高原驛站的畫作,Décorer le relais des alpages,El cuadro de la posta de Farone,A Picture for Highland Stable
EightHeroStatues,El secreto de las heroínas,The Heroines' Secret,Le secret des héroïnes,영웅들의 비밀,英雄たちの隠し事,«Тайна героинь»,Het geheim van de heldinnen,Il segreto delle paladine,Das Geheimnis der Kriegerinnen,英雄们的秘密,英雄們的秘密,Le secret des héroïnes,El secreto de las heroínas,The Heroines' Secret
GerudoDesertTreasure,El tesoro oculto del desierto,Treasure of the Gerudo Desert,Le trésor caché du désert Gerudo,겔드사막에 잠든 비보,ゲルド砂漠に眠る秘宝,«Сокровище в пустыне Герудо»,De schat in de Gerudo-woestijn,Tesoro nascosto nel deserto Gerudo,Der Schatz in der Gerudo-Wüste,沉睡于格鲁德沙漠的秘宝,沉睡於格魯德沙漠的秘寶,Le trésor caché du désert Gerudo,El tesoro oculto del desierto,Treasure of the Gerudo Desert
Gerudo_UrbosaWeapon,Las armas de las siete,Pride of the Gerudo,La fierté des Gerudos,겔드족의 긍지 『칠보의 무구』,ゲルド族の誇り『七宝の武具』,«Славное оружие герудо»,De Uitrusting van de Zeven,Le armi dei tesori,Der Stolz der Gerudo,格鲁德族的骄傲“七宝武具”,格魯德族的榮耀「七寶武具」,La fierté des Gerudos,Las armas de las siete,Pride of the Gerudo
FindSunaNui,¡El reto de Tarya!,Dalia's Game,Le défi de Tiklama,티클과의 승부!,ティクルと勝負！,«Вызов Талии»,Talia's uitdaging,La sfida di Ticla,Talias Herausforderung,和缇克尔比试！,與緹克爾比賽！,Le défi de Tiklama,¡El reto de Tarya!,Dalia's Game
EightHeroStatues_After,La octava alma heroica,The Mysterious Eighth,L'âme à l'héroïsme véritable,여덟 번째 영웅,八人目の英雄,"«Душа, исполненная героизма»",De verrassende achtste,La vera anima eroica,Der wahre Heldenmut,第八位英雄,第八位英雄,L'âme à l'héroïsme véritable,La octava alma heroica,The Mysterious Eighth
AisyaRescue,La dueña desaparecida,The Missing Owner,La propriétaire disparue,행방불명된 사장님,行方不明のオーナー,«Пропавшая хозяйка»,De vermiste eigenares,La proprietaria scomparsa,Die verschwundene Besitzerin,下落不明的老板,行蹤不明的店長,La propriétaire disparue,La dueña desaparecida,The Missing Owner
JobSunazarashi,Rumbo a las ruinas,To the Ruins!,Conduis-moi jusqu'aux ruines,유적으로 데려가 줘,私を遺跡へ連れてって,«Направляемся к руинам»,Een rit naar de ruïnes,In viaggio verso le rovine,Bring mich zu den Ruinen,请带我前往遗迹,請帶我前往遺跡,Conduis-moi jusqu'aux ruines,Rumbo a las ruinas,To the Ruins!
MakeChemicalWeapon,Decoración con pasión,Decorate with Passion,Passion déco,정열 데커레이션,情熱デコレーション,«Страсть к украшению»,Decoreren met passie,Decorare con passione,Leidenschaftliche Dekoration,热情装饰,熱情裝飾,Passion déco,Decoración con pasión,Decorate with Passion
SearchCaravan,La caravana incompleta,Lost in the Dunes,Le caravanier disparu,미아가 된 카라반 대원,迷子のキャラバン隊員,«Потерявшийся среди дюн»,Vermist in de woestijn,La carovana incompleta,Das verirrte Karawanen-Mitglied,迷路的商队队员,迷路的商隊隊員,Le caravanier disparu,La caravana incompleta,Lost in the Dunes
PhotoSpot_Challenge_09,Una última foto para el rancho 1,A Picture for the Closed Stable I,Décorer le relais du canyon Gerudo 1,저무는 마구간을 장식하는 그림 1,閉ざされた馬宿を彩る絵１,«Картина в закрытую конюшню 1»,Een foto voor de gesloten stal 1,Decorare lo stallaggio del canyon 1,Das Bild im Stall der Schlucht 1,装点封闭驿站的画作1,點綴封閉驛站的畫作1,Décorer le relais du canyon Gerudo 1,Una última foto para la posta 1,A Picture for the Closed Stable I
PhotoSpot_Challenge_09_2,Una última foto para el rancho 2,A Picture for the Closed Stable II,Décorer le relais du canyon Gerudo 2,저무는 마구간을 장식하는 그림 2,閉ざされた馬宿を彩る絵２,«Картина в закрытую конюшню 2»,Een foto voor de gesloten stal 2,Decorare lo stallaggio del canyon 2,Das Bild im Stall der Schlucht 2,装点封闭驿站的画作2,點綴封閉驛站的畫作2,Décorer le relais du canyon Gerudo 2,Una última foto para la posta 2,A Picture for the Closed Stable II
RescueHost,Las desgracias de Saffe,"Piaffe, Packed Away",Au secours de Peiffa,갇힌 피아페,閉じ込められたピアフェ,«Пьяффе в западне»,Piaffe laat zich niet kisten,Piaffe in trappola,Aufräumen für Piaffe,受困的皮阿斐,受困的皮阿斐,Au secours de Peiffa,Las desgracias de Saffe,"Piaffe, Packed Away"
GerudoCanyon_GleeokLiver,La víscera de gleeok,Gleeok Guts,Des viscères de Griock,그리오크의 간,グリオークの肝,«Сердце глиока»,Een medicijn van Gleeok-hart,Cuore di griock cercasi,Das Griock-Herz,古栗欧克的肝脏,古慄歐克的肝臟,Des viscères de Griock,La víscera de griock,Gleeok Guts
NewCanyonMissingPersonsCase,Infortunio en el cañón de Gerudo,Disaster in Gerudo Canyon,Les égarés du canyon Gerudo,겔드 캐니언의 조난자,ゲルドキャニオンの遭難者,«Трагедия в ущелье Герудо»,Reizigers in nood in de Gerudo-kloof,Guai al canyon Gerudo,Getrennt im Gerudo-Tal,格鲁德峡谷的遇险者,格魯德峽谷的遇難者,Les égarés du canyon Gerudo,Infortunio en el cañón de Gerudo,Disaster in Gerudo Canyon
GerudoCanyon_TumbleweedSweep,"¡Adiós, plantas rodadoras!",The Great Tumbleweed Purge,Adieu les virevoltants,텀블 위드 대청소,タンブル・ウィードの大掃除,"«Катись, перекати-поле!»",Opgeruimd tuimelkruid staat netjes,Sbarazziamoci dei rotolacampo,"Tschüss, Gestrüppkugeln!",风滚草大扫除,風滾草大掃除,Adieu les virevoltants,"¡Adiós, plantas rodadoras!",The Great Tumbleweed Purge
GerudoCanyon_24hEnduranceComparison,¡A resistir el calor!,Heat-Endurance Contest!,À l'épreuve de la chaleur,아이 더워! 오래 참기 대결!,暑いぞ！ 大ガマンくらべ！,«Испытание жарой»,De hitte weerstaan!,Gara di resistenza - Che caldo!,Hitze-Ausdauerwettstreit,火热非凡！忍耐力大比拼！,熱血沸騰！比耐力大對決！,À l'épreuve de la chaleur,¡A resistir el calor!,Heat-Endurance Contest!
GerudoCanyon_ColdEnduranceComparison,¡A resistir el frío!,Cold-Endurance Contest!,À l'épreuve du froid,아이 추워! 오래 참기 대결!,寒いぞ！ 大ガマンくらべ！,«Испытание холодом»,De kou weerstaan!,Gara di resistenza - Che freddo!,Kälte-Ausdauerwettstreit,很冷哦！忍耐力大比拼！,極寒！比耐力大對決！,À l'épreuve du froid,¡A resistir el frío!,Cold-Endurance Contest!
TakeOfIce,El almacén sin hielo,The Iceless Icehouse,Des glaçons pour la glacière,얼음 없는 얼음 창고,氷なき氷室,«Ледник без льда»,Het ijsloze ijshuis,La ghiacciaia senza ghiaccio,Tauwetter im Eiskeller,没有冰的冰屋,沒有冰的冰屋,Des glaçons pour la glacière,El almacén sin hielo,The Iceless Icehouse
WellCollection,Pasión por los pozos,Where Are the Wells?,Pour l'amour des puits,우물 마니아가 되자,目指すは井戸マニア,«Колодцевед»,De putter,L'appassionata di pozzi,Der Brunnen-Fan,目标是成为水井迷,目標為水井愛好者,Pour l'amour des puits,Pasión por los pozos,Where Are the Wells?
Zonau_GeniusWeapon,Las hojas ancestrales del subsuelo,Ancient Blades Below,Lames ancestrales des profondeurs,지저에서 발견된 『고대의 칼날』,地底で見つかりし『古代の刃』,«Древний клинок каверн»,Pijlpunten uit het nederrijk,La cuspide ancestrale,Antike Dolche aus dem Untergrund,于地底发现的“古代之刃”,於地底發現的「古代之刃」,Lames ancestrales des profondeurs,Las hojas ancestrales del subsuelo,Ancient Blades Below
Connect_TabantaMaze,La profecía de Lomei norte,The North Lomei Prophecy,La prophétie d'Edal - Nord,북쪽 로미의 예언,北ローメイの予言,«Северный лабиринт»,De profetie van Noord-Lomei,La profezia del Tolabirin del nord,Nördliches-Irrschloss-Prophezeiung,北洛美的预言,北洛美的預言,La prophétie d'Edal - Nord,La profecía de Lomei norte,The North Lomei Prophecy
Connect_AkkareMaze,La profecía de la isla Lomei,The Lomei Labyrinth Island Prophecy,La prophétie de l'île d'Edal,로미섬의 예언,ローメイ島の予言,«Остров лабиринта»,De profetie van het Lomei-labyrint,La profezia dell'isola Dadelo,Irrland-Prophezeiung,洛美岛的预言,洛美島的預言,La prophétie de l'île d'Edal,La profecía de la isla Lomei,The Lomei Labyrinth Island Prophecy
Connect_GerudoMaze,La profecía de Lomei sur,The South Lomei Prophecy,La prophétie d'Edal - Sud,남쪽 로미의 예언,南ローメイの予言,«Южный лабиринт»,De profetie van Zuid-Lomei,La profezia di Tolabirin del sud,Südliches-Irrschloss-Prophezeiung,南洛美的预言,南洛美的預言,La prophétie d'Edal - Sud,La profecía de Lomei sur,The South Lomei Prophecy
Raise_GoddesStatue_Wisdom,La efigie de la Sabiduría,Goddess Statue of Wisdom,La statue de la source de la Sagesse,지혜의 샘의 여신상,知恵の泉の女神像,«Статуя у источника Мудрости»,De godin van de wijsheid,La statua della dea della saggezza,Statue der Göttin der Weisheit,智慧之泉的女神像,智慧之泉的女神像,La statue de la source de la Sagesse,La efigie de la Sabiduría,Goddess Statue of Wisdom
Raise_GoddesStatue_Power,La efigie del Poder,Goddess Statue of Power,La statue de la source de la Force,힘의 샘의 여신상,力の泉の女神像,«Статуя у источника Силы»,De godin van de kracht,La statua della dea della forza,Statue der Göttin der Kraft,力量之泉的女神像,力量之泉的女神像,La statue de la source de la Force,La efigie del Poder,Goddess Statue of Power
Raise_GoddesStatue_Courage,La efigie del Valor,Goddess Statue of Courage,La statue de la source du Courage,용기의 샘의 여신상,勇気の泉の女神像,«Статуя у источника Храбрости»,De godin van de moed,La statua della dea del coraggio,Statue der Göttin des Mutes,勇气之泉的女神像,勇氣之泉的女神像,La statue de la source du Courage,La efigie del Valor,Goddess Statue of Courage
Raise_GoddesStatue,La gran efigie de la Diosa,The Mother Goddess Statue,La statue matriarche,어머니 여신상,母なる女神像,«Главная статуя Богини»,Het moedergodinnenbeeld,La statua della dea madre,Die Muttergöttinnenstatue,母亲女神像,慈母女神像,La statue matriarche,La gran efigie de la Diosa,The Mother Goddess Statue
CDungeon_AllDone,A la conquista de los santuarios,The Shrine Explorer,Et il triompha de toutes les épreuves,모든 사당을 돌파한 자,全ての祠を巡りしもの,«Дар героя»,Na het bezoek aan alle tempels,Il tuttologo dei sacrari,Der beflissene Pilger,巡遍所有神庙之人,踏遍所有神廟之人,Et il triompha de toutes les épreuves,A la conquista de los santuarios,The Shrine Explorer
